rep_id,rep_name,team,region,start_date,end_date
SR2084,Name 2084,Team B,East,2023-03-23,
SR2085,Name 2085,Team D,North,2023-03-24,2023-09-01
SR2086,Name 2086,Team C,West,2023-01-19,
SR2087,Name 2087,Team A,North,2023-01-13,
SR2088,Name 2088,Team C,South,2023-03-20,2023-09-01
SR2089,Name 2089,Team D,North,2023-02-03,2023-09-01
SR2090,Name 2090,Team D,North,2023-02-13,
SR2091,Name 2091,Team C,South,2023-03-13,2023-09-01
SR2092,Name 2092,Team B,,2023-02-21,2023-09-01
SR2093,Name 2093,Team A,West,2023-02-03,
SR2094,Name 2094,Team B,South,2023-02-11,
SR2095,Name 2095,Team C,West,2023-04-01,2023-09-01
SR2096,Name 2096,Team D,North,2023-01-29,
SR2097,Name 2097,Team C,South,2023-04-04,2023-09-01
SR2098,Name 2098,Team D,North,2023-01-15,2023-09-01
SR2099,Name 2099,Team B,,2023-03-06,2023-09-01
SR2100,Name 2100,Team B,West,2023-01-26,2023-09-01
SR2101,Name 2101,Team A,West,2023-04-04,
SR2102,Name 2102,Team A,East,2023-01-16,
SR2103,Name 2103,Team A,,2023-03-17,
SR2104,Name 2104,Team D,South,2023-03-23,2023-09-01
SR2105,Name 2105,Team A,South,2023-02-26,
SR2106,Name 2106,Team A,West,2023-02-05,
SR2107,Name 2107,Team D,East,2023-01-24,
SR2108,Name 2108,Team C,South,2023-04-06,
SR2109,Name 2109,Team A,East,2023-01-30,
SR2110,Name 2110,Team B,East,2023-03-17,
SR2111,Name 2111,Team D,East,2023-01-02,
SR2112,Name 2112,Team B,East,2023-02-11,2023-09-01
SR2113,Name 2113,Team C,West,2023-02-10,2023-09-01
SR2114,Name 2114,Team D,West,2023-01-18,
SR2115,Name 2115,Team C,West,2023-02-26,2023-09-01
SR2116,Name 2116,Team B,East,2023-03-05,
SR2117,Name 2117,Team A,North,2023-03-11,
SR2118,Name 2118,Team D,East,2023-01-02,2023-09-01
SR2119,Name 2119,Team C,South,2023-04-05,2023-09-01
SR2120,Name 2120,Team D,East,2023-04-04,2023-09-01
SR2121,Name 2121,Team D,East,2023-03-02,2023-09-01
SR2122,Name 2122,Team C,,2023-01-10,2023-09-01
SR2123,Name 2123,Team C,South,2023-02-16,2023-09-01
SR2124,Name 2124,Team A,North,2023-01-31,2023-09-01
SR2125,Name 2125,Team D,East,2023-01-01,2023-09-01
SR2126,Name 2126,Team A,North,2023-01-03,
SR2127,Name 2127,Team D,North,2023-02-09,2023-09-01
SR2128,Name 2128,Team C,South,2023-01-03,2023-09-01
SR2129,Name 2129,Team C,West,2023-01-23,2023-09-01
SR2130,Name 2130,Team D,South,2023-02-25,2023-09-01
SR2131,Name 2131,Team B,East,2023-04-02,2023-09-01
SR2132,Name 2132,Team D,West,2023-02-18,
SR2133,Name 2133,Team D,South,2023-03-13,
SR2134,Name 2134,Team B,,2023-02-26,
SR2135,Name 2135,Team D,West,2023-01-23,2023-09-01
SR2136,Name 2136,Team A,South,2023-01-20,
SR2137,Name 2137,Team C,West,2023-03-17,2023-09-01
SR2138,Name 2138,Team A,,2023-04-11,
SR2139,Name 2139,Team C,East,2023-02-13,2023-09-01
SR2140,Name 2140,Team B,West,2023-03-27,
SR2141,Name 2141,Team D,East,2023-03-01,
SR2142,Name 2142,Team A,East,2023-01-02,2023-09-01
SR2143,Name 2143,Team D,East,2023-01-07,2023-09-01
SR2144,Name 2144,Team C,,2023-03-21,2023-09-01
SR2145,Name 2145,Team D,North,2023-03-23,2023-09-01
SR2146,Name 2146,Team C,,2023-02-15,2023-09-01
SR2147,Name 2147,Team A,,2023-01-30,2023-09-01
SR2148,Name 2148,Team D,West,2023-03-26,
SR2149,Name 2149,Team B,South,2023-04-09,
SR2150,Name 2150,Team C,West,2023-04-06,2023-09-01
SR2151,Name 2151,Team A,North,2023-03-18,2023-09-01
SR2152,Name 2152,Team D,North,2023-02-20,2023-09-01
SR2153,Name 2153,Team A,South,2023-02-12,2023-09-01
SR2154,Name 2154,Team B,West,2023-02-05,2023-09-01
SR2155,Name 2155,Team D,East,2023-04-02,2023-09-01
SR2156,Name 2156,Team C,East,2023-03-11,
SR2157,Name 2157,Team C,East,2023-01-14,2023-09-01
SR2158,Name 2158,Team C,,2023-01-19,
SR2159,Name 2159,Team A,,2023-02-22,2023-09-01
SR2160,Name 2160,Team D,East,2023-02-12,
SR2161,Name 2161,Team C,South,2023-01-13,
SR2162,Name 2162,Team D,South,2023-02-25,2023-09-01
SR2163,Name 2163,Team A,East,2023-01-18,2023-09-01
SR2164,Name 2164,Team A,East,2023-02-25,2023-09-01
SR2165,Name 2165,Team B,West,2023-03-05,
SR2166,Name 2166,Team A,East,2023-03-18,2023-09-01
SR2167,Name 2167,Team A,North,2023-01-26,2023-09-01
SR2168,Name 2168,Team A,South,2023-01-31,2023-09-01
SR2169,Name 2169,Team B,West,2023-02-18,2023-09-01
SR2170,Name 2170,Team A,North,2023-01-29,2023-09-01
SR2171,Name 2171,Team B,North,2023-02-13,2023-09-01
SR2172,Name 2172,Team B,South,2023-01-09,2023-09-01
SR2173,Name 2173,Team C,West,2023-03-04,
SR2174,Name 2174,Team D,South,2023-01-25,
SR2175,Name 2175,Team A,South,2023-04-04,
SR2176,Name 2176,Team D,South,2023-01-05,
SR2177,Name 2177,Team C,North,2023-04-05,2023-09-01
SR2178,Name 2178,Team C,North,2023-03-12,
SR2179,Name 2179,Team A,West,2023-02-11,
SR2180,Name 2180,Team A,East,2023-02-01,
SR2181,Name 2181,Team B,South,2023-03-23,
SR2182,Name 2182,Team A,North,2023-01-09,2023-09-01
SR2183,Name 2183,Team C,East,2023-03-25,2023-09-01
SR2184,Name 2184,Team A,North,2023-01-10,2023-09-01
SR2185,Name 2185,Team B,,2023-04-04,
SR2186,Name 2186,Team D,East,2023-01-10,
SR2187,Name 2187,Team A,West,2023-01-19,2023-09-01
SR2188,Name 2188,Team B,East,2023-02-17,2023-09-01
SR2189,Name 2189,Team A,North,2023-02-24,2023-09-01
SR2190,Name 2190,Team A,West,2023-02-13,
SR2191,Name 2191,Team D,North,2023-02-05,
SR2192,Name 2192,Team C,South,2023-04-08,
SR2193,Name 2193,Team C,North,2023-03-24,2023-09-01
SR2194,Name 2194,Team C,North,2023-01-24,
SR2195,Name 2195,Team A,East,2023-02-09,
SR2196,Name 2196,Team C,,2023-01-15,
SR2197,Name 2197,Team D,,2023-01-04,
SR2198,Name 2198,Team B,East,2023-02-10,
SR2199,Name 2199,Team D,North,2023-02-24,
SR2200,Name 2200,Team B,East,2023-03-19,
SR2201,Name 2201,Team D,East,2023-01-18,
SR2202,Name 2202,Team C,South,2023-04-07,
SR2203,Name 2203,Team A,East,2023-04-05,2023-09-01
SR2204,Name 2204,Team C,West,2023-01-05,2023-09-01
SR2205,Name 2205,Team B,West,2023-02-09,2023-09-01
SR2206,Name 2206,Team D,West,2023-02-12,
SR2207,Name 2207,Team D,South,2023-03-18,
SR2208,Name 2208,Team D,West,2023-01-28,2023-09-01
SR2209,Name 2209,Team A,North,2023-03-28,2023-09-01
SR2210,Name 2210,Team A,West,2023-03-26,2023-09-01
SR2211,Name 2211,Team A,West,2023-01-12,2023-09-01
SR2212,Name 2212,Team D,South,2023-01-04,
SR2213,Name 2213,Team A,North,2023-01-06,2023-09-01
SR2214,Name 2214,Team D,East,2023-01-25,2023-09-01
SR2215,Name 2215,Team C,,2023-03-02,
SR2216,Name 2216,Team C,West,2023-03-11,2023-09-01
SR2217,Name 2217,Team B,East,2023-01-07,
SR2218,Name 2218,Team C,South,2023-01-26,
SR2219,Name 2219,Team A,,2023-01-28,2023-09-01
SR2220,Name 2220,Team A,West,2023-01-21,
SR2221,Name 2221,Team D,West,2023-01-20,2023-09-01
SR2222,Name 2222,Team D,East,2023-02-07,2023-09-01
SR2223,Name 2223,Team D,West,2023-01-26,2023-09-01
SR2224,Name 2224,Team C,South,2023-01-11,
SR2225,Name 2225,Team C,East,2023-03-24,
SR2226,Name 2226,Team D,East,2023-01-27,
SR2227,Name 2227,Team D,West,2023-01-09,
SR2228,Name 2228,Team A,West,2023-03-26,2023-09-01
SR2229,Name 2229,Team C,North,2023-01-22,
SR2230,Name 2230,Team C,South,2023-03-27,2023-09-01
SR2231,Name 2231,Team B,West,2023-03-06,2023-09-01
SR2232,Name 2232,Team C,East,2023-03-10,2023-09-01
SR2233,Name 2233,Team B,West,2023-03-04,
SR2234,Name 2234,Team D,West,2023-03-31,
SR2235,Name 2235,Team C,,2023-01-26,
SR2236,Name 2236,Team D,,2023-03-17,
SR2237,Name 2237,Team C,West,2023-02-17,
SR2238,Name 2238,Team D,West,2023-01-31,
SR2239,Name 2239,Team B,South,2023-02-10,2023-09-01
SR2240,Name 2240,Team B,North,2023-03-08,
SR2241,Name 2241,Team C,West,2023-03-05,
SR2242,Name 2242,Team A,North,2023-03-14,2023-09-01
SR2243,Name 2243,Team D,East,2023-01-25,2023-09-01
SR2244,Name 2244,Team D,West,2023-02-28,2023-09-01
SR2245,Name 2245,Team A,,2023-02-18,2023-09-01
SR2246,Name 2246,Team D,North,2023-02-03,
SR2247,Name 2247,Team D,West,2023-02-13,2023-09-01
SR2248,Name 2248,Team A,West,2023-01-23,2023-09-01
SR2249,Name 2249,Team A,West,2023-01-12,
SR2250,Name 2250,Team B,West,2023-04-05,2023-09-01
SR2251,Name 2251,Team B,North,2023-03-18,
SR2252,Name 2252,Team B,,2023-04-11,2023-09-01
SR2253,Name 2253,Team D,South,2023-01-12,2023-09-01
SR2254,Name 2254,Team C,North,2023-01-12,
SR2255,Name 2255,Team D,West,2023-01-16,2023-09-01
SR2256,Name 2256,Team B,,2023-02-04,2023-09-01
SR2257,Name 2257,Team A,West,2023-04-11,2023-09-01
SR2258,Name 2258,Team C,,2023-03-30,2023-09-01
SR2259,Name 2259,Team D,,2023-02-13,2023-09-01
SR2260,Name 2260,Team C,South,2023-03-02,
SR2261,Name 2261,Team D,East,2023-01-28,2023-09-01
SR2262,Name 2262,Team B,,2023-02-06,
SR2263,Name 2263,Team D,North,2023-03-19,
SR2264,Name 2264,Team C,North,2023-04-03,2023-09-01
SR2265,Name 2265,Team C,North,2023-01-13,
SR2266,Name 2266,Team A,,2023-03-20,2023-09-01
SR2267,Name 2267,Team C,West,2023-02-15,
SR2268,Name 2268,Team B,,2023-04-06,
SR2269,Name 2269,Team A,East,2023-02-03,2023-09-01
SR2270,Name 2270,Team A,,2023-03-27,2023-09-01
SR2271,Name 2271,Team B,,2023-01-04,2023-09-01
SR2272,Name 2272,Team A,East,2023-01-06,2023-09-01
SR2273,Name 2273,Team D,West,2023-03-30,
SR2274,Name 2274,Team D,West,2023-01-02,
SR2275,Name 2275,Team A,North,2023-01-16,
SR2276,Name 2276,Team A,North,2023-01-23,2023-09-01
SR2277,Name 2277,Team D,,2023-02-22,2023-09-01
SR2278,Name 2278,Team B,North,2023-02-28,2023-09-01
SR2279,Name 2279,Team A,East,2023-02-12,
SR2280,Name 2280,Team B,,2023-04-10,
SR2281,Name 2281,Team C,,2023-01-30,
SR2282,Name 2282,Team B,,2023-03-25,
SR2283,Name 2283,Team D,East,2023-03-22,
SR2284,Name 2284,Team B,North,2023-03-02,2023-09-01
SR2285,Name 2285,Team D,,2023-04-09,
SR2286,Name 2286,Team C,East,2023-02-12,
SR2287,Name 2287,Team D,,2023-02-08,2023-09-01
SR2288,Name 2288,Team D,,2023-01-17,2023-09-01
SR2289,Name 2289,Team B,,2023-01-25,
SR2290,Name 2290,Team D,South,2023-02-08,
SR2291,Name 2291,Team D,North,2023-01-15,2023-09-01
SR2292,Name 2292,Team B,North,2023-02-05,2023-09-01
SR2293,Name 2293,Team B,East,2023-02-13,2023-09-01
SR2294,Name 2294,Team D,West,2023-03-31,2023-09-01
SR2295,Name 2295,Team D,West,2023-04-05,2023-09-01
SR2296,Name 2296,Team D,,2023-01-05,
SR2297,Name 2297,Team D,East,2023-02-13,
SR2298,Name 2298,Team C,,2023-04-06,
SR2299,Name 2299,Team C,,2023-01-10,
SR2300,Name 2300,Team D,North,2023-04-09,
SR2301,Name 2301,Team C,West,2023-02-12,
SR2302,Name 2302,Team C,East,2023-03-18,
SR2303,Name 2303,Team C,North,2023-02-12,2023-09-01
SR2304,Name 2304,Team C,,2023-01-16,
SR2305,Name 2305,Team B,West,2023-02-26,2023-09-01
SR2306,Name 2306,Team C,,2023-03-02,2023-09-01
SR2307,Name 2307,Team B,South,2023-01-14,2023-09-01
SR2308,Name 2308,Team D,West,2023-03-08,
SR2309,Name 2309,Team A,North,2023-02-24,
SR2310,Name 2310,Team C,South,2023-02-09,
SR2311,Name 2311,Team B,South,2023-04-08,
SR2312,Name 2312,Team C,West,2023-01-02,2023-09-01
SR2313,Name 2313,Team A,West,2023-03-01,
SR2314,Name 2314,Team A,West,2023-01-08,2023-09-01
SR2315,Name 2315,Team D,North,2023-02-20,2023-09-01
SR2316,Name 2316,Team A,North,2023-04-10,
SR2317,Name 2317,Team B,,2023-02-22,2023-09-01
SR2318,Name 2318,Team B,,2023-02-20,2023-09-01
SR2319,Name 2319,Team C,East,2023-03-24,
SR2320,Name 2320,Team C,West,2023-02-19,2023-09-01
SR2321,Name 2321,Team D,East,2023-01-29,2023-09-01
SR2322,Name 2322,Team B,West,2023-02-05,
SR2323,Name 2323,Team C,South,2023-01-13,2023-09-01
SR2324,Name 2324,Team A,North,2023-03-26,2023-09-01
SR2325,Name 2325,Team C,North,2023-01-27,
SR2326,Name 2326,Team B,West,2023-04-03,2023-09-01
SR2327,Name 2327,Team D,West,2023-02-09,2023-09-01
SR2328,Name 2328,Team D,North,2023-04-03,2023-09-01
SR2329,Name 2329,Team B,South,2023-04-09,
SR2330,Name 2330,Team D,East,2023-01-28,2023-09-01
SR2331,Name 2331,Team A,South,2023-01-28,2023-09-01
SR2332,Name 2332,Team B,West,2023-01-25,
SR2333,Name 2333,Team D,East,2023-02-09,
SR2334,Name 2334,Team C,East,2023-04-05,
SR2335,Name 2335,Team B,North,2023-01-18,
SR2336,Name 2336,Team C,South,2023-01-09,2023-09-01
SR2337,Name 2337,Team C,South,2023-03-07,
SR2338,Name 2338,Team D,,2023-01-08,2023-09-01
SR2339,Name 2339,Team D,West,2023-02-24,2023-09-01
SR2340,Name 2340,Team C,East,2023-02-01,
SR2341,Name 2341,Team D,East,2023-03-03,
SR2342,Name 2342,Team C,South,2023-01-23,2023-09-01
SR2343,Name 2343,Team A,North,2023-02-18,
SR2344,Name 2344,Team A,South,2023-01-05,
SR2345,Name 2345,Team D,West,2023-04-07,
SR2346,Name 2346,Team C,North,2023-03-05,2023-09-01
SR2347,Name 2347,Team D,East,2023-03-19,
SR2348,Name 2348,Team B,,2023-02-07,2023-09-01
SR2349,Name 2349,Team B,East,2023-03-01,2023-09-01
SR2350,Name 2350,Team A,West,2023-01-12,
SR2351,Name 2351,Team D,West,2023-01-09,2023-09-01
SR2352,Name 2352,Team C,South,2023-02-13,2023-09-01
SR2353,Name 2353,Team D,,2023-04-05,2023-09-01
SR2354,Name 2354,Team A,,2023-03-29,2023-09-01
SR2355,Name 2355,Team C,North,2023-03-23,2023-09-01
SR2356,Name 2356,Team D,,2023-01-12,2023-09-01
SR2357,Name 2357,Team C,,2023-04-09,2023-09-01
SR2358,Name 2358,Team B,North,2023-03-15,2023-09-01
SR2359,Name 2359,Team A,North,2023-04-06,
SR2360,Name 2360,Team D,North,2023-02-19,2023-09-01
SR2361,Name 2361,Team D,West,2023-03-15,2023-09-01
SR2362,Name 2362,Team B,North,2023-02-12,2023-09-01
SR2363,Name 2363,Team B,South,2023-04-03,2023-09-01
SR2364,Name 2364,Team B,,2023-01-12,2023-09-01
SR2365,Name 2365,Team D,East,2023-03-21,2023-09-01
SR2366,Name 2366,Team A,,2023-02-03,
SR2367,Name 2367,Team C,,2023-01-12,
SR2368,Name 2368,Team B,North,2023-03-23,
SR2369,Name 2369,Team C,,2023-01-11,2023-09-01
SR2370,Name 2370,Team C,,2023-03-07,2023-09-01
SR2371,Name 2371,Team C,North,2023-03-15,2023-09-01
SR2372,Name 2372,Team D,West,2023-03-02,
SR2373,Name 2373,Team C,South,2023-01-26,
SR2374,Name 2374,Team D,,2023-03-28,2023-09-01
SR2375,Name 2375,Team C,South,2023-01-13,2023-09-01
SR2376,Name 2376,Team C,West,2023-03-13,
SR2377,Name 2377,Team D,,2023-02-07,
SR2378,Name 2378,Team C,North,2023-03-02,2023-09-01
SR2379,Name 2379,Team D,North,2023-02-10,
SR2380,Name 2380,Team A,East,2023-02-11,2023-09-01
SR2381,Name 2381,Team C,West,2023-02-18,2023-09-01
SR2382,Name 2382,Team A,North,2023-02-03,2023-09-01
SR2383,Name 2383,Team A,East,2023-02-03,
SR2384,Name 2384,Team B,West,2023-01-16,2023-09-01
SR2385,Name 2385,Team D,West,2023-02-04,
SR2386,Name 2386,Team C,West,2023-03-31,2023-09-01
SR2387,Name 2387,Team D,West,2023-03-04,
SR2388,Name 2388,Team B,East,2023-03-09,2023-09-01
SR2389,Name 2389,Team C,North,2023-03-22,2023-09-01
SR2390,Name 2390,Team A,,2023-02-01,2023-09-01
SR2391,Name 2391,Team C,North,2023-02-14,2023-09-01
SR2392,Name 2392,Team B,West,2023-02-08,
SR2393,Name 2393,Team A,South,2023-01-01,2023-09-01
SR2394,Name 2394,Team B,,2023-01-09,2023-09-01
SR2395,Name 2395,Team C,South,2023-01-30,2023-09-01
SR2396,Name 2396,Team A,North,2023-01-02,2023-09-01
SR2397,Name 2397,Team D,North,2023-04-05,
SR2398,Name 2398,Team C,South,2023-02-23,2023-09-01
SR2399,Name 2399,Team B,,2023-02-21,
SR2400,Name 2400,Team B,North,2023-03-25,
SR2401,Name 2401,Team A,North,2023-02-02,
SR2402,Name 2402,Team B,West,2023-04-07,2023-09-01
SR2403,Name 2403,Team C,East,2023-04-07,2023-09-01
SR2404,Name 2404,Team C,,2023-02-03,
SR2405,Name 2405,Team B,South,2023-03-03,
SR2406,Name 2406,Team A,,2023-01-02,
SR2407,Name 2407,Team A,South,2023-01-22,
SR2408,Name 2408,Team D,South,2023-01-12,2023-09-01
SR2409,Name 2409,Team D,West,2023-04-07,
SR2410,Name 2410,Team A,South,2023-02-21,2023-09-01
SR2411,Name 2411,Team D,South,2023-03-08,
SR2412,Name 2412,Team C,South,2023-02-16,2023-09-01
SR2413,Name 2413,Team B,South,2023-02-24,2023-09-01
SR2414,Name 2414,Team A,North,2023-03-27,2023-09-01
SR2415,Name 2415,Team C,,2023-03-09,
SR2416,Name 2416,Team C,East,2023-02-04,2023-09-01
SR2417,Name 2417,Team D,North,2023-01-10,
SR2418,Name 2418,Team D,West,2023-02-25,
SR2419,Name 2419,Team C,East,2023-02-01,
SR2420,Name 2420,Team A,South,2023-01-10,2023-09-01
SR2421,Name 2421,Team D,,2023-01-25,2023-09-01
SR2422,Name 2422,Team B,East,2023-02-23,
SR2423,Name 2423,Team B,West,2023-02-04,2023-09-01
SR2424,Name 2424,Team B,North,2023-03-11,
SR2425,Name 2425,Team A,East,2023-02-20,
SR2426,Name 2426,Team C,,2023-02-15,2023-09-01
SR2427,Name 2427,Team A,South,2023-01-25,
SR2428,Name 2428,Team A,South,2023-01-20,
SR2429,Name 2429,Team D,West,2023-03-09,2023-09-01
SR2430,Name 2430,Team D,,2023-03-13,2023-09-01
SR2431,Name 2431,Team A,West,2023-02-19,2023-09-01
SR2432,Name 2432,Team D,East,2023-01-21,
SR2433,Name 2433,Team D,South,2023-03-07,
SR2434,Name 2434,Team B,,2023-02-23,2023-09-01
SR2435,Name 2435,Team B,East,2023-04-10,2023-09-01
SR2436,Name 2436,Team B,East,2023-03-01,
SR2437,Name 2437,Team A,East,2023-01-25,
SR2438,Name 2438,Team B,East,2023-01-30,2023-09-01
SR2439,Name 2439,Team D,,2023-01-19,
SR2440,Name 2440,Team B,North,2023-02-08,2023-09-01
SR2441,Name 2441,Team D,,2023-01-08,
SR2442,Name 2442,Team B,North,2023-02-03,2023-09-01
SR2443,Name 2443,Team D,East,2023-03-29,
SR2444,Name 2444,Team A,,2023-02-15,2023-09-01
SR2445,Name 2445,Team B,South,2023-01-28,
SR2446,Name 2446,Team C,West,2023-03-18,
SR2447,Name 2447,Team A,South,2023-01-31,2023-09-01
SR2448,Name 2448,Team C,East,2023-01-18,
SR2449,Name 2449,Team C,South,2023-01-07,
SR2450,Name 2450,Team A,West,2023-04-03,
SR2451,Name 2451,Team B,West,2023-01-28,2023-09-01
SR2452,Name 2452,Team C,South,2023-02-26,2023-09-01
SR2453,Name 2453,Team D,,2023-02-16,2023-09-01
SR2454,Name 2454,Team C,West,2023-02-10,2023-09-01
SR2455,Name 2455,Team D,South,2023-02-12,
SR2456,Name 2456,Team D,North,2023-01-23,
SR2457,Name 2457,Team D,West,2023-02-17,
SR2458,Name 2458,Team D,East,2023-03-09,
SR2459,Name 2459,Team A,East,2023-02-02,2023-09-01
SR2460,Name 2460,Team C,West,2023-03-05,
SR2461,Name 2461,Team C,West,2023-01-17,2023-09-01
SR2462,Name 2462,Team D,,2023-04-05,
SR2463,Name 2463,Team C,East,2023-01-24,2023-09-01
SR2464,Name 2464,Team C,East,2023-03-16,
SR2465,Name 2465,Team A,North,2023-02-27,
SR2466,Name 2466,Team D,East,2023-03-14,
SR2467,Name 2467,Team B,,2023-03-06,
SR2468,Name 2468,Team A,South,2023-04-02,
SR2469,Name 2469,Team C,West,2023-02-18,2023-09-01
SR2470,Name 2470,Team D,South,2023-03-11,2023-09-01
SR2471,Name 2471,Team A,East,2023-02-22,2023-09-01
SR2472,Name 2472,Team B,,2023-01-19,
SR2473,Name 2473,Team C,East,2023-02-15,2023-09-01
SR2474,Name 2474,Team A,East,2023-03-18,2023-09-01
SR2475,Name 2475,Team C,,2023-04-07,
SR2476,Name 2476,Team D,East,2023-04-03,
SR2477,Name 2477,Team A,South,2023-03-21,2023-09-01
SR2478,Name 2478,Team B,,2023-04-04,2023-09-01
SR2479,Name 2479,Team D,North,2023-01-31,
SR2480,Name 2480,Team C,North,2023-03-24,2023-09-01
SR2481,Name 2481,Team B,North,2023-03-01,2023-09-01
SR2482,Name 2482,Team C,North,2023-01-11,
SR2483,Name 2483,Team C,East,2023-01-04,2023-09-01
SR2484,Name 2484,Team B,West,2023-01-22,2023-09-01
SR2485,Name 2485,Team A,,2023-01-23,
SR2486,Name 2486,Team D,,2023-01-21,2023-09-01
SR2487,Name 2487,Team D,South,2023-02-28,2023-09-01
SR2488,Name 2488,Team A,West,2023-03-27,
SR2489,Name 2489,Team C,North,2023-01-05,
SR2490,Name 2490,Team B,,2023-01-29,2023-09-01
SR2491,Name 2491,Team D,,2023-02-08,2023-09-01
SR2492,Name 2492,Team C,South,2023-03-22,2023-09-01
SR2493,Name 2493,Team A,South,2023-02-17,2023-09-01
SR2494,Name 2494,Team B,South,2023-02-27,2023-09-01
SR2495,Name 2495,Team D,West,2023-03-19,
SR2496,Name 2496,Team D,East,2023-03-20,2023-09-01
SR2497,Name 2497,Team D,East,2023-03-10,
SR2498,Name 2498,Team C,East,2023-02-14,2023-09-01
SR2499,Name 2499,Team C,West,2023-03-19,2023-09-01
SR2500,Name 2500,Team B,,2023-01-29,
SR2501,Name 2501,Team A,West,2023-04-06,
SR2502,Name 2502,Team D,West,2023-03-19,2023-09-01
SR2503,Name 2503,Team D,,2023-02-21,
SR2504,Name 2504,Team A,South,2023-02-22,2023-09-01
SR2505,Name 2505,Team A,South,2023-02-19,
SR2506,Name 2506,Team A,East,2023-03-01,2023-09-01
SR2507,Name 2507,Team A,North,2023-03-28,2023-09-01
SR2508,Name 2508,Team D,,2023-03-17,2023-09-01
SR2509,Name 2509,Team C,North,2023-02-16,
SR2510,Name 2510,Team B,East,2023-02-27,2023-09-01
SR2511,Name 2511,Team C,West,2023-01-18,
SR2512,Name 2512,Team D,,2023-02-06,2023-09-01
SR2513,Name 2513,Team D,West,2023-03-03,2023-09-01
SR2514,Name 2514,Team A,North,2023-01-05,
SR2515,Name 2515,Team B,West,2023-03-02,2023-09-01
SR2516,Name 2516,Team B,West,2023-03-20,2023-09-01
SR2517,Name 2517,Team D,,2023-01-16,2023-09-01
SR2518,Name 2518,Team B,,2023-04-10,
SR2519,Name 2519,Team C,South,2023-01-26,
SR2520,Name 2520,Team B,West,2023-03-09,2023-09-01
SR2521,Name 2521,Team D,North,2023-02-08,
SR2522,Name 2522,Team A,South,2023-03-16,
SR2523,Name 2523,Team D,East,2023-02-17,
SR2524,Name 2524,Team A,South,2023-01-21,2023-09-01
SR2525,Name 2525,Team B,North,2023-03-28,2023-09-01
SR2526,Name 2526,Team A,South,2023-03-05,2023-09-01
SR2527,Name 2527,Team C,East,2023-01-10,2023-09-01
SR2528,Name 2528,Team A,East,2023-03-10,
SR2529,Name 2529,Team B,,2023-02-22,2023-09-01
SR2530,Name 2530,Team A,,2023-02-02,
SR2531,Name 2531,Team C,East,2023-03-18,
SR2532,Name 2532,Team A,,2023-01-19,2023-09-01
SR2533,Name 2533,Team C,East,2023-02-09,
SR2534,Name 2534,Team A,,2023-02-27,2023-09-01
SR2535,Name 2535,Team C,West,2023-03-12,2023-09-01
SR2536,Name 2536,Team B,North,2023-03-02,2023-09-01
SR2537,Name 2537,Team C,East,2023-01-05,2023-09-01
SR2538,Name 2538,Team C,East,2023-02-10,2023-09-01
SR2539,Name 2539,Team A,East,2023-02-17,2023-09-01
SR2540,Name 2540,Team B,,2023-02-26,2023-09-01
SR2541,Name 2541,Team C,,2023-02-23,
SR2542,Name 2542,Team B,East,2023-02-26,
SR2543,Name 2543,Team A,,2023-02-07,
SR2544,Name 2544,Team A,,2023-02-11,
SR2545,Name 2545,Team D,North,2023-01-25,
SR2546,Name 2546,Team D,,2023-04-04,
SR2547,Name 2547,Team A,West,2023-01-31,
SR2548,Name 2548,Team D,East,2023-03-09,2023-09-01
SR2549,Name 2549,Team D,East,2023-02-27,
SR2550,Name 2550,Team D,,2023-02-28,
SR2551,Name 2551,Team A,North,2023-03-30,
SR2552,Name 2552,Team A,North,2023-01-29,2023-09-01
SR2553,Name 2553,Team C,East,2023-01-01,
SR2554,Name 2554,Team C,,2023-02-23,
SR2555,Name 2555,Team A,North,2023-03-14,2023-09-01
SR2556,Name 2556,Team D,East,2023-02-03,2023-09-01
SR2557,Name 2557,Team C,South,2023-03-02,
SR2558,Name 2558,Team C,,2023-03-04,2023-09-01
SR2559,Name 2559,Team B,North,2023-03-25,2023-09-01
SR2560,Name 2560,Team A,East,2023-03-11,
SR2561,Name 2561,Team D,North,2023-02-17,
SR2562,Name 2562,Team D,,2023-01-22,
SR2563,Name 2563,Team D,North,2023-02-03,2023-09-01
SR2564,Name 2564,Team D,,2023-01-28,
SR2565,Name 2565,Team D,,2023-03-04,
SR2566,Name 2566,Team D,West,2023-03-23,
SR2567,Name 2567,Team B,North,2023-01-03,
SR2568,Name 2568,Team B,North,2023-02-19,
SR2569,Name 2569,Team B,North,2023-02-13,
SR2570,Name 2570,Team B,,2023-03-08,
SR2571,Name 2571,Team A,North,2023-03-16,
SR2572,Name 2572,Team C,South,2023-02-12,
SR2573,Name 2573,Team D,West,2023-03-03,2023-09-01
SR2574,Name 2574,Team C,West,2023-03-16,2023-09-01
SR2575,Name 2575,Team D,East,2023-02-06,
SR2576,Name 2576,Team C,East,2023-04-11,
SR2577,Name 2577,Team B,West,2023-03-16,2023-09-01
SR2578,Name 2578,Team A,South,2023-03-14,2023-09-01
SR2579,Name 2579,Team D,East,2023-01-05,2023-09-01
SR2580,Name 2580,Team B,West,2023-01-26,2023-09-01
SR2581,Name 2581,Team D,West,2023-03-17,
SR2582,Name 2582,Team A,,2023-03-29,
SR2583,Name 2583,Team A,East,2023-01-23,2023-09-01
